ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,geneNums
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,191,0.860777057617739,2.56891761769397,1e-10,4.28145161290323e-09,2.73938879456706e-09,942,tags=57%, list=7%, signal=53%,2200/1307/633/1289/6678/1278/7078/4017/800/1277/1842/1293/1292/1281/4016/5159/7057/4313/1462/1009/4035/11167/4323/1290/3487/59/56937/6591/2335/7058/4015/3678/5054/8038/4148/5376/5654/5118/1634/6424/5999/3624/6695/9353/6586/10272/1284/649/131578/1893/115908/1282/2817/2669/10085/2006/6387/22795/50509/7052/5396/1301/2199/4060/871/25878/7857/6382/2192/2191/7431/8076/1311/1303/6876/1296/5351/30008/813/1809/9244/7045/4256/1601/7168/10516/10631/50863/7424/1294/10409/3673/26585/7070/4907/26577/6444/388/284217/5744/2331/4616/7412/2619/3688/10979/3908/11010,108
COLLAGEN FORMATION,COLLAGEN FORMATION,73,0.876909745479989,2.39787883674632,1e-10,4.28145161290323e-09,2.73938879456706e-09,827,tags=58%, list=6%, signal=54%,1307/1289/1278/4017/1277/1293/1292/1281/4016/1295/1291/1290/9509/4015/283208/5118/140766/1284/649/7373/1282/50509/1301/1287/871/1300/7837/1299/1303/1288/1306/1296/5351/1280/80781/5339/1294/84570/26577/85301/131873/8974,42
NABA_ECM_GLYCOPROTEINS,NABA_ECM_GLYCOPROTEINS,143,0.819416641606619,2.38659507486696,1e-10,4.28145161290323e-09,2.73938879456706e-09,1390,tags=55%, list=10%, signal=49%,165/2200/6678/83716/3912/1842/148113/11117/7057/3487/2335/7058/4811/84624/83872/27286/4148/10417/25992/8483/64094/3488/8406/5118/79987/9353/6586/1893/115908/10085/2006/22795/2199/25878/8404/2192/4239/7837/8076/1311/4053/30008/22915/9370/7045/168667/4256/255743/1805/2202/10516/10631/55203/4237/7448/3910/83690/7450/26577/284217/3490/90187/7060/3908/4240/3489/3915/163175/8425/3911/137902/2201/7148/3371/84628/3913/22854/51232,78
COLLAGEN BIOSYNTHESIS AND MODIFYING ENZYMES,COLLAGEN BIOSYNTHESIS AND MODIFYING ENZYMES,55,0.901847334949204,2.35747456222023,1e-10,4.28145161290323e-09,2.73938879456706e-09,827,tags=67%, list=6%, signal=63%,1307/1289/1278/1277/1293/1292/1281/1295/1291/1290/9509/283208/5118/140766/1284/649/7373/1282/50509/1301/1287/871/1300/1299/1303/1288/1306/1296/5351/1280/80781/1294/84570/26577/85301/131873/8974,37
BETA1 INTEGRIN CELL SURFACE INTERACTIONS,BETA1 INTEGRIN CELL SURFACE INTERACTIONS,63,0.879374509732017,2.3558193636478,1e-10,4.28145161290323e-09,2.73938879456706e-09,925,tags=62%, list=7%, signal=58%,2200/1289/1278/3912/1277/1293/1292/1281/7057/1291/1290/2335/7058/4811/3678/22801/2162/1282/7052/1464/1301/1287/5328/1288/3672/1280/7045/80781/255743/8516/1294/7448/3910/3673/8515/284217/7412/3688/3908,39
PID_INTEGRIN1_PATHWAY,PID_INTEGRIN1_PATHWAY,63,0.879374509732017,2.3558193636478,1e-10,4.28145161290323e-09,2.73938879456706e-09,925,tags=62%, list=7%, signal=58%,2200/1289/1278/3912/1277/1293/1292/1281/7057/1291/1290/2335/7058/4811/3678/22801/2162/1282/7052/1464/1301/1287/5328/1288/3672/1280/7045/80781/255743/8516/1294/7448/3910/3673/8515/284217/7412/3688/3908,39
ASSEMBLY OF COLLAGEN FIBRILS AND OTHER MULTIMERIC STRUCTURES,ASSEMBLY OF COLLAGEN FIBRILS AND OTHER MULTIMERIC STRUCTURES,50,0.883501939505569,2.30448690383208,1e-10,4.28145161290323e-09,2.73938879456706e-09,748,tags=60%, list=6%, signal=57%,1289/1278/4017/1277/1293/1292/1281/4016/1295/1291/1290/4015/5118/1284/649/1282/50509/1301/1287/1300/7837/1299/1306/1296/1280/80781/5339/1294/85301/131873,30
COLLAGEN CHAIN TRIMERIZATION,COLLAGEN CHAIN TRIMERIZATION,38,0.926833582451698,2.28395994280717,1e-10,4.28145161290323e-09,2.73938879456706e-09,748,tags=74%, list=6%, signal=70%,1307/1289/1278/1277/1293/1292/1281/1295/1291/1290/1284/7373/1282/50509/1301/1287/1300/1299/1303/1288/1306/1296/1280/80781/1294/84570/85301/131873,28
NABA_COLLAGENS,NABA_COLLAGENS,38,0.926833582451698,2.28395994280717,1e-10,4.28145161290323e-09,2.73938879456706e-09,748,tags=74%, list=6%, signal=70%,1307/1289/1278/1277/1293/1292/1281/1295/1291/1290/1284/7373/1282/50509/1301/1287/1300/1299/1303/1288/1306/1296/1280/80781/1294/84570/85301/131873,28
REGULATION OF CELLULAR RESPONSE TO GROWTH FACTOR STIMULUS,REGULATION OF CELLULAR RESPONSE TO GROWTH FACTOR STIMULUS,172,0.757661263377609,2.25521909952958,1e-10,4.28145161290323e-09,2.73938879456706e-09,1430,tags=37%, list=11%, signal=33%,2200/11117/7057/11167/90993/56937/7041/81792/55959/3678/4681/64094/387914/1634/6424/9353/652/10272/2817/54829/94031/8646/7048/2246/63976/57556/1003/25805/27122/9241/25928/79652/9719/10253/168667/147372/1601/7448/6497/4734/26585/8817/23090/2022/8573/28514/857/6664/94/81848/124857/659/153090/7046/10252/286204/2321/8425/2247/2201/348093/3516/183,63
